Input name	Full structure level	sn-DB-position level	sn-position level	Molecular species level	Species level
PE(24:1(15Z)/14:0)	PE(24:1(15Z)/14:0)	PE(24:1(15)/14:0)	PE(24:1/14:0)	PE(14:0_24:1)	PE(38:1)
PE(24:1(15Z)/14:1(9Z))	PE(24:1(15Z)/14:1(9Z))	PE(24:1(15)/14:1(9))	PE(24:1/14:1)	PE(14:1_24:1)	PE(38:2)
PI(16:0/16:1(9Z))	PI(16:0/16:1(9Z))	PI(16:0/16:1(9))	PI(16:0/16:1)	PI(16:0_16:1))	PI(32:1)
PI(16:0/18:0)	PI(16:0/18:0)	PI(16:0/18:0)	PI(16:0/18:0)	PI(16:0_18:0))	PI(34:0)
PI(16:0/18:1(11Z))	PI(16:0/18:1(11Z))	PI(16:0/18:1(11))	PI(16:0/18:1)	PI(16:0_18:1))	PI(34:1)
PI(16:0/18:1(9Z))	PI(16:0/18:1(9Z))	PI(16:0/18:1(9))	PI(16:0/18:1)	PI(16:0_18:1))	PI(34:1)
PI(16:0/20:2(11Z,14Z))	PI(16:0/20:2(11Z,14Z))	PI(16:0/20:2(11,14))	PI(16:0/20:2)	PI(16:0_20:2))	PI(36:2)
PI(16:0/20:3(8Z,11Z,14Z))	PI(16:0/20:3(8Z,11Z,14Z))	PI(16:0/20:3(8,11,14))	PI(16:0/20:3)	PI(16:0_20:3))	PI(36:3)
PI(16:0/20:4(8Z,11Z,14Z,17Z))	PI(16:0/20:4(8Z,11Z,14Z,17Z))	PI(16:0/20:4(8,11,14,17))	PI(16:0/20:4)	PI(16:0_20:4))	PI(36:4)
PI(16:0/22:2(13Z,16Z))	PI(16:0/22:2(13Z,16Z))	PI(16:0/22:2(13,16))	PI(16:0/22:2)	PI(16:0_22:2))	PI(38:2)
PI(16:0/22:3(10Z,13Z,16Z))	PI(16:0/22:3(10Z,13Z,16Z))	PI(16:0/22:3(10,13,16))	PI(16:0/22:3)	PI(16:0_22:3))	PI(38:3)
PI(16:0/22:4(10Z,13Z,16Z,19Z))	PI(16:0/22:4(10Z,13Z,16Z,19Z))	PI(16:0/22:4(10,13,16,19))	PI(16:0/22:4)	PI(16:0_22:4))	PI(38:4)
PI(16:0/22:4(7Z,10Z,13Z,16Z))	PI(16:0/22:4(7Z,10Z,13Z,16Z))	PI(16:0/22:4(7,10,13,16))	PI(16:0/22:4)	PI(16:0_22:4))	PI(38:4)
PI(16:0/22:5(4Z,7Z,10Z,13Z,16Z))	PI(16:0/22:5(4Z,7Z,10Z,13Z,16Z))	PI(16:0/22:5(4,7,10,13,16))	PI(16:0/22:5)	PI(16:0_22:5))	PI(38:5)
PI(16:0/22:5(7Z,10Z,13Z,16Z,19Z))	PI(16:0/22:5(7Z,10Z,13Z,16Z,19Z))	PI(16:0/22:5(7,10,13,16,19))	PI(16:0/22:5)	PI(16:0_22:5))	PI(38:5)
PI(16:1(9Z)/16:0)	PI(16:1(9Z)/16:0)	PI(16:1(9)/16:0)	PI(16:1/16:0)	PI(16:0_16:1)	PI(32:1)
PI(16:1(9Z)/16:1(9Z))	PI(16:1(9Z)/16:1(9Z))	PI(16:1(9)/16:1(9))	PI(16:1/16:1)	PI(16:1_16:1))	PI(32:2)
PI(16:1(9Z)/18:0)	PI(16:1(9Z)/18:0)	PI(16:1(9)/18:0)	PI(16:1/18:0)	PI(16:1_18:0))	PI(34:1)
PI(16:1(9Z)/18:1(11Z))	PI(16:1(9Z)/18:1(11Z))	PI(16:1(9)/18:1(11))	PI(16:1/18:1)	PI(16:1_18:1))	PI(34:2)
PI(16:1(9Z)/18:1(9Z))	PI(16:1(9Z)/18:1(9Z))	PI(16:1(9)/18:1(9))	PI(16:1/18:1)	PI(16:1_18:1))	PI(34:2)
PI(16:2(9Z,12Z)/18:0)	PI(16:2(9Z,12Z)/18:0)	PI(16:2(9,12)/18:0)	PI(16:2/18:0)	PI(16:2_18:0))	PI(34:2)
PI(16:2(9Z,12Z)/22:3(10Z,13Z,16Z))	PI(16:2(9Z,12Z)/22:3(10Z,13Z,16Z))	PI(16:2(9,12)/22:3(10,13,16))	PI(16:2/22:3)	PI(16:2_22:3))	PI(38:5)
PI(18:0/16:1(9Z))	PI(18:0/16:1(9Z))	PI(18:0/16:1(9))	PI(18:0/16:1)	PI(16:1_18:0)	PI(34:1)
PI(18:0/16:2(9Z,12Z))	PI(18:0/16:2(9Z,12Z))	PI(18:0/16:2(9,12))	PI(18:0/16:2)	PI(16:2_18:0)	PI(34:2)
PI(18:0/18:0)	PI(18:0/18:0)	PI(18:0/18:0)	PI(18:0/18:0)	PI(18:0_18:0))	PI(36:0)
PI(18:0/18:3(6Z,9Z,12Z))	PI(18:0/18:3(6Z,9Z,12Z))	PI(18:0/18:3(6,9,12))	PI(18:0/18:3)	PI(18:0_18:3))	PI(36:3)
PI(18:0/18:3(9Z,12Z,15Z))	PI(18:0/18:3(9Z,12Z,15Z))	PI(18:0/18:3(9,12,15))	PI(18:0/18:3)	PI(18:0_18:3))	PI(36:3)
PI(18:0/20:2(11Z,14Z))	PI(18:0/20:2(11Z,14Z))	PI(18:0/20:2(11,14))	PI(18:0/20:2)	PI(18:0_20:2))	PI(38:2)
PI(18:0/20:3(5Z,8Z,11Z))	PI(18:0/20:3(5Z,8Z,11Z))	PI(18:0/20:3(5,8,11))	PI(18:0/20:3)	PI(18:0_20:3))	PI(38:3)
PI(18:0/20:3(8Z,11Z,14Z))	PI(18:0/20:3(8Z,11Z,14Z))	PI(18:0/20:3(8,11,14))	PI(18:0/20:3)	PI(18:0_20:3))	PI(38:3)
PI(18:0/20:4(8Z,11Z,14Z,17Z))	PI(18:0/20:4(8Z,11Z,14Z,17Z))	PI(18:0/20:4(8,11,14,17))	PI(18:0/20:4)	PI(18:0_20:4))	PI(38:4)
PI(18:0/22:4(10Z,13Z,16Z,19Z))	PI(18:0/22:4(10Z,13Z,16Z,19Z))	PI(18:0/22:4(10,13,16,19))	PI(18:0/22:4)	PI(18:0_22:4))	PI(40:4)
PI(18:0/22:5(4Z,7Z,10Z,13Z,16Z))	PI(18:0/22:5(4Z,7Z,10Z,13Z,16Z))	PI(18:0/22:5(4,7,10,13,16))	PI(18:0/22:5)	PI(18:0_22:5))	PI(40:5)
PI(18:0/22:5(7Z,10Z,13Z,16Z,19Z))	PI(18:0/22:5(7Z,10Z,13Z,16Z,19Z))	PI(18:0/22:5(7,10,13,16,19))	PI(18:0/22:5)	PI(18:0_22:5))	PI(40:5)
PI(18:1(11Z)/16:1(9Z))	PI(18:1(11Z)/16:1(9Z))	PI(18:1(11)/16:1(9))	PI(18:1/16:1)	PI(16:1_18:1)	PI(34:2)
PI(18:1(11Z)/18:1(11Z))	PI(18:1(11Z)/18:1(11Z))	PI(18:1(11)/18:1(11))	PI(18:1/18:1)	PI(18:1_18:1))	PI(36:2)
PI(18:1(11Z)/18:1(9Z))	PI(18:1(11Z)/18:1(9Z))	PI(18:1(11)/18:1(9))	PI(18:1/18:1)	PI(18:1_18:1))	PI(36:2)
PI(18:1(11Z)/18:2(9Z,12Z))	PI(18:1(11Z)/18:2(9Z,12Z))	PI(18:1(11)/18:2(9,12))	PI(18:1/18:2)	PI(18:1_18:2))	PI(36:3)
PI(18:1(11Z)/18:3(6Z,9Z,12Z))	PI(18:1(11Z)/18:3(6Z,9Z,12Z))	PI(18:1(11)/18:3(6,9,12))	PI(18:1/18:3)	PI(18:1_18:3))	PI(36:4)
PI(18:1(11Z)/18:3(9Z,12Z,15Z))	PI(18:1(11Z)/18:3(9Z,12Z,15Z))	PI(18:1(11)/18:3(9,12,15))	PI(18:1/18:3)	PI(18:1_18:3))	PI(36:4)
PI(18:1(11Z)/20:1(11Z))	PI(18:1(11Z)/20:1(11Z))	PI(18:1(11)/20:1(11))	PI(18:1/20:1)	PI(18:1_20:1))	PI(38:2)
PI(18:1(11Z)/20:3(5Z,8Z,11Z))	PI(18:1(11Z)/20:3(5Z,8Z,11Z))	PI(18:1(11)/20:3(5,8,11))	PI(18:1/20:3)	PI(18:1_20:3))	PI(38:4)
PI(18:1(11Z)/20:3(8Z,11Z,14Z))	PI(18:1(11Z)/20:3(8Z,11Z,14Z))	PI(18:1(11)/20:3(8,11,14))	PI(18:1/20:3)	PI(18:1_20:3))	PI(38:4)
PI(18:1(11Z)/20:4(5Z,8Z,11Z,14Z))	PI(18:1(11Z)/20:4(5Z,8Z,11Z,14Z))	PI(18:1(11)/20:4(5,8,11,14))	PI(18:1/20:4)	PI(18:1_20:4))	PI(38:5)
PI(18:1(11Z)/20:4(8Z,11Z,14Z,17Z))	PI(18:1(11Z)/20:4(8Z,11Z,14Z,17Z))	PI(18:1(11)/20:4(8,11,14,17))	PI(18:1/20:4)	PI(18:1_20:4))	PI(38:5)
PI(18:1(9Z)/16:0)	PI(18:1(9Z)/16:0)	PI(18:1(9)/16:0)	PI(18:1/16:0)	PI(16:0_18:1)	PI(34:1)
PI(18:1(9Z)/16:1(9Z))	PI(18:1(9Z)/16:1(9Z))	PI(18:1(9)/16:1(9))	PI(18:1/16:1)	PI(16:1_18:1)	PI(34:2)
PI(18:1(9Z)/18:1(11Z))	PI(18:1(9Z)/18:1(11Z))	PI(18:1(9)/18:1(11))	PI(18:1/18:1)	PI(18:1_18:1))	PI(36:2)
PI(18:1(9Z)/18:1(9Z))	PI(18:1(9Z)/18:1(9Z))	PI(18:1(9)/18:1(9))	PI(18:1/18:1)	PI(18:1_18:1))	PI(36:2)
PI(18:1(9Z)/18:2(9Z,12Z))	PI(18:1(9Z)/18:2(9Z,12Z))	PI(18:1(9)/18:2(9,12))	PI(18:1/18:2)	PI(18:1_18:2))	PI(36:3)
PI(18:1(9Z)/18:3(6Z,9Z,12Z))	PI(18:1(9Z)/18:3(6Z,9Z,12Z))	PI(18:1(9)/18:3(6,9,12))	PI(18:1/18:3)	PI(18:1_18:3))	PI(36:4)
PI(18:1(9Z)/18:3(9Z,12Z,15Z))	PI(18:1(9Z)/18:3(9Z,12Z,15Z))	PI(18:1(9)/18:3(9,12,15))	PI(18:1/18:3)	PI(18:1_18:3))	PI(36:4)
PI(18:1(9Z)/20:1(11Z))	PI(18:1(9Z)/20:1(11Z))	PI(18:1(9)/20:1(11))	PI(18:1/20:1)	PI(18:1_20:1))	PI(38:2)
PI(18:1(9Z)/20:3(5Z,8Z,11Z))	PI(18:1(9Z)/20:3(5Z,8Z,11Z))	PI(18:1(9)/20:3(5,8,11))	PI(18:1/20:3)	PI(18:1_20:3))	PI(38:4)
PI(18:1(9Z)/20:3(8Z,11Z,14Z))	PI(18:1(9Z)/20:3(8Z,11Z,14Z))	PI(18:1(9)/20:3(8,11,14))	PI(18:1/20:3)	PI(18:1_20:3))	PI(38:4)
PI(18:1(9Z)/20:4(8Z,11Z,14Z,17Z))	PI(18:1(9Z)/20:4(8Z,11Z,14Z,17Z))	PI(18:1(9)/20:4(8,11,14,17))	PI(18:1/20:4)	PI(18:1_20:4))	PI(38:5)
PI(18:2(9Z,12Z)/16:0)	PI(18:2(9Z,12Z)/16:0)	PI(18:2(9,12)/16:0)	PI(18:2/16:0)	PI(16:0_18:2)	PI(34:2)
PI(18:2(9Z,12Z)/18:0)	PI(18:2(9Z,12Z)/18:0)	PI(18:2(9,12)/18:0)	PI(18:2/18:0)	PI(18:0_18:2)	PI(36:2)
PI(18:2(9Z,12Z)/18:1(11Z))	PI(18:2(9Z,12Z)/18:1(11Z))	PI(18:2(9,12)/18:1(11))	PI(18:2/18:1)	PI(18:1_18:2)	PI(36:3)
PI(18:2(9Z,12Z)/18:1(9Z))	PI(18:2(9Z,12Z)/18:1(9Z))	PI(18:2(9,12)/18:1(9))	PI(18:2/18:1)	PI(18:1_18:2)	PI(36:3)
PI(18:2(9Z,12Z)/20:0)	PI(18:2(9Z,12Z)/20:0)	PI(18:2(9,12)/20:0)	PI(18:2/20:0)	PI(18:2_20:0))	PI(38:2)
PI(18:2(9Z,12Z)/20:1(11Z))	PI(18:2(9Z,12Z)/20:1(11Z))	PI(18:2(9,12)/20:1(11))	PI(18:2/20:1)	PI(18:2_20:1))	PI(38:3)
PI(18:2(9Z,12Z)/20:2(11Z,14Z))	PI(18:2(9Z,12Z)/20:2(11Z,14Z))	PI(18:2(9,12)/20:2(11,14))	PI(18:2/20:2)	PI(18:2_20:2))	PI(38:4)
PI(18:2(9Z,12Z)/20:3(5Z,8Z,11Z))	PI(18:2(9Z,12Z)/20:3(5Z,8Z,11Z))	PI(18:2(9,12)/20:3(5,8,11))	PI(18:2/20:3)	PI(18:2_20:3))	PI(38:5)
PI(18:2(9Z,12Z)/20:3(8Z,11Z,14Z))	PI(18:2(9Z,12Z)/20:3(8Z,11Z,14Z))	PI(18:2(9,12)/20:3(8,11,14))	PI(18:2/20:3)	PI(18:2_20:3))	PI(38:5)
PI(18:2(9Z,12Z)/22:2(13Z,16Z))	PI(18:2(9Z,12Z)/22:2(13Z,16Z))	PI(18:2(9,12)/22:2(13,16))	PI(18:2/22:2)	PI(18:2_22:2))	PI(40:4)
PI(18:2(9Z,12Z)/22:3(10Z,13Z,16Z))	PI(18:2(9Z,12Z)/22:3(10Z,13Z,16Z))	PI(18:2(9,12)/22:3(10,13,16))	PI(18:2/22:3)	PI(18:2_22:3))	PI(40:5)
PI(18:3(6Z,9Z,12Z)/18:0)	PI(18:3(6Z,9Z,12Z)/18:0)	PI(18:3(6,9,12)/18:0)	PI(18:3/18:0)	PI(18:0_18:3)	PI(36:3)
PI(18:3(6Z,9Z,12Z)/18:1(11Z))	PI(18:3(6Z,9Z,12Z)/18:1(11Z))	PI(18:3(6,9,12)/18:1(11))	PI(18:3/18:1)	PI(18:1_18:3)	PI(36:4)
PI(18:3(6Z,9Z,12Z)/18:1(9Z))	PI(18:3(6Z,9Z,12Z)/18:1(9Z))	PI(18:3(6,9,12)/18:1(9))	PI(18:3/18:1)	PI(18:1_18:3)	PI(36:4)
PI(18:3(6Z,9Z,12Z)/22:3(10Z,13Z,16Z))	PI(18:3(6Z,9Z,12Z)/22:3(10Z,13Z,16Z))	PI(18:3(6,9,12)/22:3(10,13,16))	PI(18:3/22:3)	PI(18:3_22:3))	PI(40:6)
PI(18:3(9Z,12Z,15Z)/18:0)	PI(18:3(9Z,12Z,15Z)/18:0)	PI(18:3(9,12,15)/18:0)	PI(18:3/18:0)	PI(18:0_18:3)	PI(36:3)
PI(18:3(9Z,12Z,15Z)/18:1(11Z))	PI(18:3(9Z,12Z,15Z)/18:1(11Z))	PI(18:3(9,12,15)/18:1(11))	PI(18:3/18:1)	PI(18:1_18:3)	PI(36:4)
PI(18:3(9Z,12Z,15Z)/18:1(9Z))	PI(18:3(9Z,12Z,15Z)/18:1(9Z))	PI(18:3(9,12,15)/18:1(9))	PI(18:3/18:1)	PI(18:1_18:3)	PI(36:4)
PI(18:3(9Z,12Z,15Z)/22:3(10Z,13Z,16Z))	PI(18:3(9Z,12Z,15Z)/22:3(10Z,13Z,16Z))	PI(18:3(9,12,15)/22:3(10,13,16))	PI(18:3/22:3)	PI(18:3_22:3))	PI(40:6)
PI(20:0/18:2(9Z,12Z))	PI(20:0/18:2(9Z,12Z))	PI(20:0/18:2(9,12))	PI(20:0/18:2)	PI(18:2_20:0)	PI(38:2)
PI(20:0/20:3(8Z,11Z,14Z))	PI(20:0/20:3(8Z,11Z,14Z))	PI(20:0/20:3(8,11,14))	PI(20:0/20:3)	PI(20:0_20:3))	PI(40:3)
PI(20:0/20:4(5Z,8Z,11Z,14Z))	PI(20:0/20:4(5Z,8Z,11Z,14Z))	PI(20:0/20:4(5,8,11,14))	PI(20:0/20:4)	PI(20:0_20:4))	PI(40:4)
PI(20:1(11Z)/18:1(11Z))	PI(20:1(11Z)/18:1(11Z))	PI(20:1(11)/18:1(11))	PI(20:1/18:1)	PI(18:1_20:1)	PI(38:2)
PI(20:1(11Z)/18:1(9Z))	PI(20:1(11Z)/18:1(9Z))	PI(20:1(11)/18:1(9))	PI(20:1/18:1)	PI(18:1_20:1)	PI(38:2)
PI(20:1(11Z)/18:2(9Z,12Z))	PI(20:1(11Z)/18:2(9Z,12Z))	PI(20:1(11)/18:2(9,12))	PI(20:1/18:2)	PI(18:2_20:1)	PI(38:3)
PI(20:1(11Z)/20:4(5Z,8Z,11Z,14Z))	PI(20:1(11Z)/20:4(5Z,8Z,11Z,14Z))	PI(20:1(11)/20:4(5,8,11,14))	PI(20:1/20:4)	PI(20:1_20:4))	PI(40:5)
PI(20:1(11Z)/20:4(8Z,11Z,14Z,17Z))	PI(20:1(11Z)/20:4(8Z,11Z,14Z,17Z))	PI(20:1(11)/20:4(8,11,14,17))	PI(20:1/20:4)	PI(20:1_20:4))	PI(40:5)
PI(20:2(11Z,14Z)/16:0)	PI(20:2(11Z,14Z)/16:0)	PI(20:2(11,14)/16:0)	PI(20:2/16:0)	PI(16:0_20:2)	PI(36:2)
PI(20:2(11Z,14Z)/18:0)	PI(20:2(11Z,14Z)/18:0)	PI(20:2(11,14)/18:0)	PI(20:2/18:0)	PI(18:0_20:2)	PI(38:2)
PI(20:2(11Z,14Z)/18:2(9Z,12Z))	PI(20:2(11Z,14Z)/18:2(9Z,12Z))	PI(20:2(11,14)/18:2(9,12))	PI(20:2/18:2)	PI(18:2_20:2)	PI(38:4)
PI(20:2(11Z,14Z)/20:2(11Z,14Z))	PI(20:2(11Z,14Z)/20:2(11Z,14Z))	PI(20:2(11,14)/20:2(11,14))	PI(20:2/20:2)	PI(20:2_20:2))	PI(40:4)
PI(20:3(5Z,8Z,11Z)/16:0)	PI(20:3(5Z,8Z,11Z)/16:0)	PI(20:3(5,8,11)/16:0)	PI(20:3/16:0)	PI(16:0_20:3)	PI(36:3)
PI(20:3(5Z,8Z,11Z)/18:0)	PI(20:3(5Z,8Z,11Z)/18:0)	PI(20:3(5,8,11)/18:0)	PI(20:3/18:0)	PI(18:0_20:3)	PI(38:3)
PI(20:3(5Z,8Z,11Z)/18:1(11Z))	PI(20:3(5Z,8Z,11Z)/18:1(11Z))	PI(20:3(5,8,11)/18:1(11))	PI(20:3/18:1)	PI(18:1_20:3)	PI(38:4)
PI(20:3(5Z,8Z,11Z)/18:1(9Z))	PI(20:3(5Z,8Z,11Z)/18:1(9Z))	PI(20:3(5,8,11)/18:1(9))	PI(20:3/18:1)	PI(18:1_20:3)	PI(38:4)
PI(20:3(5Z,8Z,11Z)/18:2(9Z,12Z))	PI(20:3(5Z,8Z,11Z)/18:2(9Z,12Z))	PI(20:3(5,8,11)/18:2(9,12))	PI(20:3/18:2)	PI(18:2_20:3)	PI(38:5)
PI(20:3(5Z,8Z,11Z)/20:3(5Z,8Z,11Z))	PI(20:3(5Z,8Z,11Z)/20:3(5Z,8Z,11Z))	PI(20:3(5,8,11)/20:3(5,8,11))	PI(20:3/20:3)	PI(20:3_20:3))	PI(40:6)
PI(20:3(5Z,8Z,11Z)/20:3(8Z,11Z,14Z))	PI(20:3(5Z,8Z,11Z)/20:3(8Z,11Z,14Z))	PI(20:3(5,8,11)/20:3(8,11,14))	PI(20:3/20:3)	PI(20:3_20:3))	PI(40:6)
PI(20:3(8Z,11Z,14Z)/16:0)	PI(20:3(8Z,11Z,14Z)/16:0)	PI(20:3(8,11,14)/16:0)	PI(20:3/16:0)	PI(16:0_20:3)	PI(36:3)
PI(20:3(8Z,11Z,14Z)/18:0)	PI(20:3(8Z,11Z,14Z)/18:0)	PI(20:3(8,11,14)/18:0)	PI(20:3/18:0)	PI(18:0_20:3)	PI(38:3)
PI(20:3(8Z,11Z,14Z)/18:1(11Z))	PI(20:3(8Z,11Z,14Z)/18:1(11Z))	PI(20:3(8,11,14)/18:1(11))	PI(20:3/18:1)	PI(18:1_20:3)	PI(38:4)
PI(20:3(8Z,11Z,14Z)/18:1(9Z))	PI(20:3(8Z,11Z,14Z)/18:1(9Z))	PI(20:3(8,11,14)/18:1(9))	PI(20:3/18:1)	PI(18:1_20:3)	PI(38:4)
PI(20:3(8Z,11Z,14Z)/18:2(9Z,12Z))	PI(20:3(8Z,11Z,14Z)/18:2(9Z,12Z))	PI(20:3(8,11,14)/18:2(9,12))	PI(20:3/18:2)	PI(18:2_20:3)	PI(38:5)
PI(20:3(8Z,11Z,14Z)/20:3(5Z,8Z,11Z))	PI(20:3(8Z,11Z,14Z)/20:3(5Z,8Z,11Z))	PI(20:3(8,11,14)/20:3(5,8,11))	PI(20:3/20:3)	PI(20:3_20:3))	PI(40:6)
PI(20:3(8Z,11Z,14Z)/20:3(8Z,11Z,14Z))	PI(20:3(8Z,11Z,14Z)/20:3(8Z,11Z,14Z))	PI(20:3(8,11,14)/20:3(8,11,14))	PI(20:3/20:3)	PI(20:3_20:3))	PI(40:6)
PI(20:4(5Z,8Z,11Z,14Z)/16:0)	PI(20:4(5Z,8Z,11Z,14Z)/16:0)	PI(20:4(5,8,11,14)/16:0)	PI(20:4/16:0)	PI(16:0_20:4)	PI(36:4)
PI(20:4(5Z,8Z,11Z,14Z)/18:0)	PI(20:4(5Z,8Z,11Z,14Z)/18:0)	PI(20:4(5,8,11,14)/18:0)	PI(20:4/18:0)	PI(18:0_20:4)	PI(38:4)
PI(20:4(5Z,8Z,11Z,14Z)/18:1(11Z))	PI(20:4(5Z,8Z,11Z,14Z)/18:1(11Z))	PI(20:4(5,8,11,14)/18:1(11))	PI(20:4/18:1)	PI(18:1_20:4)	PI(38:5)
PI(20:4(5Z,8Z,11Z,14Z)/18:1(9Z))	PI(20:4(5Z,8Z,11Z,14Z)/18:1(9Z))	PI(20:4(5,8,11,14)/18:1(9))	PI(20:4/18:1)	PI(18:1_20:4)	PI(38:5)
PI(20:4(5Z,8Z,11Z,14Z)/20:0)	PI(20:4(5Z,8Z,11Z,14Z)/20:0)	PI(20:4(5,8,11,14)/20:0)	PI(20:4/20:0)	PI(20:0_20:4)	PI(40:4)
PI(20:4(5Z,8Z,11Z,14Z)/20:1(11Z))	PI(20:4(5Z,8Z,11Z,14Z)/20:1(11Z))	PI(20:4(5,8,11,14)/20:1(11))	PI(20:4/20:1)	PI(20:1_20:4)	PI(40:5)
PI(20:4(8Z,11Z,14Z,17Z)/16:0)	PI(20:4(8Z,11Z,14Z,17Z)/16:0)	PI(20:4(8,11,14,17)/16:0)	PI(20:4/16:0)	PI(16:0_20:4)	PI(36:4)
PI(20:4(8Z,11Z,14Z,17Z)/18:1(9Z))	PI(20:4(8Z,11Z,14Z,17Z)/18:1(9Z))	PI(20:4(8,11,14,17)/18:1(9))	PI(20:4/18:1)	PI(18:1_20:4)	PI(38:5)
PI(22:3(10Z,13Z,16Z)/18:3(6Z,9Z,12Z))	PI(22:3(10Z,13Z,16Z)/18:3(6Z,9Z,12Z))	PI(22:3(10,13,16)/18:3(6,9,12))	PI(22:3/18:3)	PI(18:3_22:3)	PI(40:6)
PI(22:3(10Z,13Z,16Z)/18:3(9Z,12Z,15Z))	PI(22:3(10Z,13Z,16Z)/18:3(9Z,12Z,15Z))	PI(22:3(10,13,16)/18:3(9,12,15))	PI(22:3/18:3)	PI(18:3_22:3)	PI(40:6)
PI(22:4(10Z,13Z,16Z,19Z)/16:0)	PI(22:4(10Z,13Z,16Z,19Z)/16:0)	PI(22:4(10,13,16,19)/16:0)	PI(22:4/16:0)	PI(16:0_22:4)	PI(38:4)
PI(22:4(10Z,13Z,16Z,19Z)/18:0)	PI(22:4(10Z,13Z,16Z,19Z)/18:0)	PI(22:4(10,13,16,19)/18:0)	PI(22:4/18:0)	PI(18:0_22:4)	PI(40:4)
PI(22:4(7Z,10Z,13Z,16Z)/16:0)	PI(22:4(7Z,10Z,13Z,16Z)/16:0)	PI(22:4(7,10,13,16)/16:0)	PI(22:4/16:0)	PI(16:0_22:4)	PI(38:4)
PI(22:4(7Z,10Z,13Z,16Z)/18:0)	PI(22:4(7Z,10Z,13Z,16Z)/18:0)	PI(22:4(7,10,13,16)/18:0)	PI(22:4/18:0)	PI(18:0_22:4)	PI(40:4)
PI(22:5(4Z,7Z,10Z,13Z,16Z)/16:0)	PI(22:5(4Z,7Z,10Z,13Z,16Z)/16:0)	PI(22:5(4,7,10,13,16)/16:0)	PI(22:5/16:0)	PI(16:0_22:5)	PI(38:5)
PI(22:5(4Z,7Z,10Z,13Z,16Z)/18:0)	PI(22:5(4Z,7Z,10Z,13Z,16Z)/18:0)	PI(22:5(4,7,10,13,16)/18:0)	PI(22:5/18:0)	PI(18:0_22:5)	PI(40:5)
PI(22:5(7Z,10Z,13Z,16Z,19Z)/16:0)	PI(22:5(7Z,10Z,13Z,16Z,19Z)/16:0)	PI(22:5(7,10,13,16,19)/16:0)	PI(22:5/16:0)	PI(16:0_22:5)	PI(38:5)
PI(22:5(7Z,10Z,13Z,16Z,19Z)/18:0)	PI(22:5(7Z,10Z,13Z,16Z,19Z)/18:0)	PI(22:5(7,10,13,16,19)/18:0)	PI(22:5/18:0)	PI(18:0_22:5)	PI(40:5)
PI(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:0)	PI(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:0)	PI(22:6(4,7,10,13,16,19)/18:0)	PI(22:6/18:0)	PI(18:0_22:6)	PI(40:6)
PS(18:0/20:0)	PS(18:0/20:0)	PS(18:0/20:0)	PS(18:0/20:0)	PS(18:0_20:0))	PS(38:0)
PS(18:0/20:4(8Z,11Z,14Z,17Z))	PS(18:0/20:4(8Z,11Z,14Z,17Z))	PS(18:0/20:4(8,11,14,17))	PS(18:0/20:4)	PS(18:0_20:4))	PS(38:4)
PS(18:0/22:5(7Z,10Z,13Z,16Z,19Z))	PS(18:0/22:5(7Z,10Z,13Z,16Z,19Z))	PS(18:0/22:5(7,10,13,16,19))	PS(18:0/22:5)	PS(18:0_22:5))	PS(40:5)
11,12,15-TriHETRE					
11b-PGF2a					
A-12(13)-EpODE					
12,13-DiHODE					
12-HEPE					
13-HOTE					
14,15-DiHETE					
14,15-EpETE					
15(16)-EpODE					
L-Rhamnulose					
15-HEPE					
17,18-DiHETE					
17,18-EpETE					
17-HDoHE					
19,20-DiHDPA					
8,15-DiHETE					
9(10)-EpODE					
9,10-DiHODE					
9-HETE					
9-HODE					
9-HOTE					
CL(18:1(9Z)/18:1(9Z)/18:1(9Z)/18:2(9Z,12Z))	CL(18:1(9Z)/18:1(9Z)/18:1(9Z)/18:2(9Z,12Z))	CL(18:1(9)/18:1(9)/18:1(9)/18:2(9,12))	CL(18:1/18:1/18:1/18:2)	CL(18:1_18:1_18:1_18:2))	CL(72:5)
CL(18:2(9Z,12Z)/18:1(9Z)/18:1(9Z)/16:0)	CL(18:2(9Z,12Z)/18:1(9Z)/18:1(9Z)/16:0)	CL(18:2(9,12)/18:1(9)/18:1(9)/16:0)	CL(18:2/18:1/18:1/16:0)	CL(16:0_18:1_18:1_18:2)	CL(72:4)
CL(18:2(9Z,12Z)/18:2(9Z,12Z)/18:1(9Z)/16:0)	CL(18:2(9Z,12Z)/18:2(9Z,12Z)/18:1(9Z)/16:0)	CL(18:2(9,12)/18:2(9,12)/18:1(9)/16:0)	CL(18:2/18:2/18:1/16:0)	CL(16:0_18:1_18:2_18:2)	CL(72:5)
CL(18:2(9Z,12Z)/18:2(9Z,12Z)/18:1(9Z)/18:1(9Z))	CL(18:2(9Z,12Z)/18:2(9Z,12Z)/18:1(9Z)/18:1(9Z))	CL(18:2(9,12)/18:2(9,12)/18:1(9)/18:1(9))	CL(18:2/18:2/18:1/18:1)	CL(18:1_18:1_18:2_18:2)	CL(72:6)
